,no.,d,img
381,381,jacs.9b02751,https://lh4.googleusercontent.com/OIlejXMzRkO8O4USyyYYiYP7NAEyqiYFjHrR15Xvdd3bc8qBKeMG8NHGD23em74a8E6UJOi01SmFv_UAOnOaNRUVr0n0DxydD3rmwDPqo_wVlVgHTR4uK6rNiUkUL6aMGXlsP7FEyL_Mh_RIwhUcQSbC2qLw5Mts4HlONjmas2PG5wwTccw6K4-a4mzoPg=w628-h257
382,382,s0022-328x(02)01174-9,https://lh4.googleusercontent.com/net01FRWx_QSiDckES-BMHCP7XnnJmAdbz0YY-2GOXDsfSmaR8yA6BWe__cZea0aZ6scpTdYGktAADl0cBE7Dwhua_N8HALa7-olZxXltMuSbXpstcVLrgC3IuAn7uGuLZtA1I-qqTStIEq2hdu0tB2wvOZuQYAmMdghsRQwh3KZ_7b5i50FJNXny9aXcw=w628-h257
383,383,s0022-328x(02)01174-9,https://lh3.googleusercontent.com/Pwezzrkz_gIC6RtNEGUvkF3Wty6WAu-lNUmdmu0Mi-qmyQ3X_OGoTgAQQlv_etfHU86dadiq_R85HqYW6odbNGtEfRyI_vQ5QCmByuJsTP3JAkj6SNTNBWJArjHo28xpvnizqAijRlO2_Mt5YhHbOvd7i0qdNF8xhz01wC8PvTlk38jMIybRIM9r5j0vMQ=w628-h257
384,384,ncomms14878,https://lh3.googleusercontent.com/nt4usTPFlLSN7sST2rovJB4-x1DJYNQLUXeV6JtEUKVnR84ANmWkRdTEPzjz0keCFtUNOZhcXT0H3B7h9tr0wxxp1GqfWjdT9tijAu7bef237u_BNZ2moawdaTzbe9jZj5yBYk9GMSTqDEdmpx2oBW5vvK_pmKw5fGyyfZJdbckBVH6TJ-71OtEcC0Ux9A=w628-h257
385,385,ncomms11073,https://lh5.googleusercontent.com/dQQb5xPDnePxZwi_OHdxrGJJ6RaGkVWvBIkOBwQVNv4vOF2O5KI_R11Fs9sKAzCh938UvoNYls7z4YStlZ4Sip-GuzQb5Hbw86AhVCRMmDqSWDZKcvP34yF3H9Ci7YhN8KRpob9XZtTvTHkRmOsS4sdAZ_0ka-Bx9kO-sh3WwlDRTCLjU3ja8pBdufaBLw=w628-h257
386,386,acscatal.6b00865,https://lh5.googleusercontent.com/My8lLL_-JKWcT_Lgjku8bTQ7x5sbhQ9eJ6pSbXoJ5mYqZotlqzy1zf4T7wLwA94d9U_Z866Oso4_gIB1J8fnYdAOat-1z9IA3y1N6Or10EVY4sRAnpUHun9ioiGcOHlsjsaSMfupd2yS4zZzyG7uACwilJLC9D_ly_a3IjoK4pQGfmHJAOF9dJx9klt5tQc285gfpQ=w628-h257
387,387,acscatal.6b00865,https://lh6.googleusercontent.com/7hn3YrIYqe4Y1EH_Yskm7tLhKGujcPsPz2ckhwQsOhj4b0MvOyvxHxpUpssurF8DOwJzUSi7ORx5m9vt2X34NyOWQhwbjBSSKU2iqCxIt-cdaW9i2vZp0syCfBZU-Wa0Zh9zSdQxD571Ggs1cWx_hYOvvXaDbOVdgA_OOUaW19bfBhDaGVUcmTP5gK5oVA=w628-h257
388,388,c9sc03347e,https://lh5.googleusercontent.com/gCxcQgjkDTSGxw40wtZhQetaU-xSjdXzwobffOU_GRTK1GW7n_6bAlE-Wk4OZoBk0JEo0AmRaCcNqxJG7i3zP-FI6sXRcRbAtjwJv4TiSXEqvYem-wJWm8ovKPYt8_gvMTpnDM8dU9gIJHgSOjhc4y2bgMaQfqqfiJE0DAyrkX-RBvaG7kZQug5TdgmV6Q=w628-h257
389,389,c9sc03347e,https://lh3.googleusercontent.com/rpH023s22Hp0Q7wx7JYUIP2FaS6C6ffbNqkez74iOcNZi1KkWccODKrYqyqLGR9ekNDfdE_mqE6oOYKDZBOPaN4J4gXzzHZwLFlkyQkN_3p3g0rt7-owIXLeN9ZY3JNKmqACsWXWq4XQPU7CfykmtNo0AnFD3GtJehulTZaIaEl0SN7WBtzaieVIDfx7lg=w628-h257
390,390,c9sc03347e,https://lh3.googleusercontent.com/rpH023s22Hp0Q7wx7JYUIP2FaS6C6ffbNqkez74iOcNZi1KkWccODKrYqyqLGR9ekNDfdE_mqE6oOYKDZBOPaN4J4gXzzHZwLFlkyQkN_3p3g0rt7-owIXLeN9ZY3JNKmqACsWXWq4XQPU7CfykmtNo0AnFD3GtJehulTZaIaEl0SN7WBtzaieVIDfx7lg=w628-h257
391,391,c9sc03347e,https://lh3.googleusercontent.com/rpH023s22Hp0Q7wx7JYUIP2FaS6C6ffbNqkez74iOcNZi1KkWccODKrYqyqLGR9ekNDfdE_mqE6oOYKDZBOPaN4J4gXzzHZwLFlkyQkN_3p3g0rt7-owIXLeN9ZY3JNKmqACsWXWq4XQPU7CfykmtNo0AnFD3GtJehulTZaIaEl0SN7WBtzaieVIDfx7lg=w628-h257
392,392,c9sc03347e,https://lh3.googleusercontent.com/rpH023s22Hp0Q7wx7JYUIP2FaS6C6ffbNqkez74iOcNZi1KkWccODKrYqyqLGR9ekNDfdE_mqE6oOYKDZBOPaN4J4gXzzHZwLFlkyQkN_3p3g0rt7-owIXLeN9ZY3JNKmqACsWXWq4XQPU7CfykmtNo0AnFD3GtJehulTZaIaEl0SN7WBtzaieVIDfx7lg=w628-h257
393,393,c9sc03347e,https://lh4.googleusercontent.com/9cpRAt5iYa957Duj_X9lJz-lSnuMOf8_T_FTGJUVGoCi4CcaTBhOeNUjzK3R-8VZVVG-YZtytOjKaybTlxrgi0-WIiIGRdiNz4DZEf-wzyJ6keSLoJnrfBJbwYQXO4leSae8niM9ujY8pwHQsivnwQMmVWjyAwO2B2DVjKXziVOsniYCJvLFfpCpaLMarg=w628-h257
394,394,c9sc03347e,https://lh4.googleusercontent.com/gi1YfLjfXrj87q8JmAZ_nQ4Q_hfz4kL1wZNE5lS8wVjKHVSnStigeSzSsNl-FP2K3K6adULha5TZ-goBWtvQ43SjahFgBga2fA6rywpZgM1QkmJcreiGTd2HmVkDQfHDIObv3vL_8gCRedWrBKuJP-i3grq4HOrZFjho_wI6_LMwhi8Ku7F8itW1CZcwdA=w628-h257
395,395,acscatal.9b03352,https://lh4.googleusercontent.com/mrfAe7L3JRPMu_SWLGwkIBSxnQMP31adpy4odWc9ytDJuJZbG8OtYUlAngEBgLnfpXDK5_H_LPrecYkWx490fwzzjwOy0ByzHl5fE6DsOSFM-bh3ynNVriyhZHNV31d6-T6pQx13TuuYzQaXuL2beryvKYPaWOsHCQaOgmzA7aTvf_LYQktfdkFPsWFzww=w628-h257
396,396,acscatal.9b03352,https://lh4.googleusercontent.com/mrfAe7L3JRPMu_SWLGwkIBSxnQMP31adpy4odWc9ytDJuJZbG8OtYUlAngEBgLnfpXDK5_H_LPrecYkWx490fwzzjwOy0ByzHl5fE6DsOSFM-bh3ynNVriyhZHNV31d6-T6pQx13TuuYzQaXuL2beryvKYPaWOsHCQaOgmzA7aTvf_LYQktfdkFPsWFzww=w628-h257
397,397,acscatal.9b03352,https://lh5.googleusercontent.com/A3CbkR2-3ZjX2LPV19QIAm91UiOb3R3Un9DqLi5NpHqRftCzdMH1aiFgRjyOb9TGpnWA8z1_z40DQUm0W43oMW4zq8er_DedwF3GKxk700DrtNulhH2_Gm0crkuKGkaGhTCQafFO50dH2Zg82lKdvak-gkNVZ_Hz6zvHFxF6Wi0YOaBFXjYlgYyXQO6MOg=w628-h257
398,398,acscatal.9b03352,https://lh5.googleusercontent.com/A3CbkR2-3ZjX2LPV19QIAm91UiOb3R3Un9DqLi5NpHqRftCzdMH1aiFgRjyOb9TGpnWA8z1_z40DQUm0W43oMW4zq8er_DedwF3GKxk700DrtNulhH2_Gm0crkuKGkaGhTCQafFO50dH2Zg82lKdvak-gkNVZ_Hz6zvHFxF6Wi0YOaBFXjYlgYyXQO6MOg=w628-h257
399,399,acs.joc.6b02564,https://lh3.googleusercontent.com/7k3jWP9_kfpyoM64a0XQiXX7VKSxXMMAlB8YLA_TK3Rvw2VwY-lqjW6tnIT6UxDHHHGT_2IyN8OEgSp4td6J9na6TvffPzrRwigHf7cRbP-UH0XHqZWt3McG68Hp4SXlfbm9b_Mj5zWDIIjrEmo-anvLw0EKUbEvk5OaXnrKTgviLFcJ22wAa04rzewB8g=w628-h257
400,400,acs.joc.6b02564,https://lh3.googleusercontent.com/ll8KFGc-CoV5VhA4LWIdy9ImZhG0AVMSN_u86H6ULhInItUWtAYhKr1JmB_fL61YEsoZaFsCI88X5uoW2UQuxDDXnZtfgpavqzdM9PTR4bSREMXFIn1Kc3X-ZrsXAIX-HLUsJONQJEDbhEgABs6kQtgar1ckrPb1sRXiH2CIuvr2kfMfotn_4I09WHBVfA=w628-h257
401,401,acs.joc.6b02564,https://lh5.googleusercontent.com/yCRg00BmlnA9ZNQnKEYnWM1CoOkE7XQo_phK8gMjtUO4g64rCCw1A83S0wuaOnFvH8N8Bk50XFnTm6MI-yvsEGezHh4alU709IpextD5apUIpbrEyYLNqeRkXXe95oKeeTiZdl4H4ijRVUyK3-J8TLOam1kccvT5IujFR0tkU2sjqe3k2LNEWgekXtLlEg=w628-h257
402,402,acs.joc.6b02564,https://lh5.googleusercontent.com/yCRg00BmlnA9ZNQnKEYnWM1CoOkE7XQo_phK8gMjtUO4g64rCCw1A83S0wuaOnFvH8N8Bk50XFnTm6MI-yvsEGezHh4alU709IpextD5apUIpbrEyYLNqeRkXXe95oKeeTiZdl4H4ijRVUyK3-J8TLOam1kccvT5IujFR0tkU2sjqe3k2LNEWgekXtLlEg=w628-h257
403,403,s0040-4039(97)00178-0,https://lh5.googleusercontent.com/LoVa8TuN31TBz80Lyz4Bgk0UtmvE2q7qTEJPRo-t-3px9x5BWNMx-H3F_2fqV2Q95DK7qlwvZ1UyAV--qhTNI7Z0WDa8y3B7leTF9bhh1wvpBrUGHnD3uoWaB2sCzIJ_6-OQhke7KZfIkqG5BwXGeqHcDdMKbqBzz3dv9nVCjbBHq4CAe6igef5wpkqU-w=w628-h257
404,404,s0040-4039(97)00178-0,https://lh5.googleusercontent.com/LoVa8TuN31TBz80Lyz4Bgk0UtmvE2q7qTEJPRo-t-3px9x5BWNMx-H3F_2fqV2Q95DK7qlwvZ1UyAV--qhTNI7Z0WDa8y3B7leTF9bhh1wvpBrUGHnD3uoWaB2sCzIJ_6-OQhke7KZfIkqG5BwXGeqHcDdMKbqBzz3dv9nVCjbBHq4CAe6igef5wpkqU-w=w628-h257
405,405,s0040-4039(97)00178-0,https://lh5.googleusercontent.com/LoVa8TuN31TBz80Lyz4Bgk0UtmvE2q7qTEJPRo-t-3px9x5BWNMx-H3F_2fqV2Q95DK7qlwvZ1UyAV--qhTNI7Z0WDa8y3B7leTF9bhh1wvpBrUGHnD3uoWaB2sCzIJ_6-OQhke7KZfIkqG5BwXGeqHcDdMKbqBzz3dv9nVCjbBHq4CAe6igef5wpkqU-w=w628-h257
406,406,s0040-4039(97)00178-0,https://lh5.googleusercontent.com/LoVa8TuN31TBz80Lyz4Bgk0UtmvE2q7qTEJPRo-t-3px9x5BWNMx-H3F_2fqV2Q95DK7qlwvZ1UyAV--qhTNI7Z0WDa8y3B7leTF9bhh1wvpBrUGHnD3uoWaB2sCzIJ_6-OQhke7KZfIkqG5BwXGeqHcDdMKbqBzz3dv9nVCjbBHq4CAe6igef5wpkqU-w=w628-h257
407,407,acscatal.1c03010,https://lh5.googleusercontent.com/JWInXg3w-J_e4goaUo24t3VU86eBh7yL5_0L6MBbV2xLaN8tX3htMz7GyYOsTdDqBLVz3-ebLVmPvg-v430ZyJfWwu7SlvXyim7vmNXyJRVhQTrnX27AcCH19SgPGmvJPaOYCEFXisTb7EUwPulWHDfvBzGwGe8eSZyP9vQaV1tCp5a4ZcwctgartLhi8A=w628-h257
408,408,acscatal.1c03010,https://lh5.googleusercontent.com/JWInXg3w-J_e4goaUo24t3VU86eBh7yL5_0L6MBbV2xLaN8tX3htMz7GyYOsTdDqBLVz3-ebLVmPvg-v430ZyJfWwu7SlvXyim7vmNXyJRVhQTrnX27AcCH19SgPGmvJPaOYCEFXisTb7EUwPulWHDfvBzGwGe8eSZyP9vQaV1tCp5a4ZcwctgartLhi8A=w628-h257
409,409,s0022-328x(00)98073-2,https://lh5.googleusercontent.com/X8ICOodxGcvXXzVqvEK5sZOwCe0Q1GFiuAyEJd7esVJW0mfwjHzRQrr9D39pTo9tr84pKJXX-hn5yIG8-i2nFM9X23hmRyX28FN34lx_YKHjP1HV5DV2WnEYYbbYGjjZETiId_3DdOEFVDq5XoHjKizrY-y_ETTVHSJzSQxxiW8sWFXObZHnlXLEbE_NkA=w628-h257
410,410,s-1989-34703,https://lh4.googleusercontent.com/AgWhIsdVlgoFPXOP3jjUre1XgZmAsMKcYQcpCdB0rTOdg4Cm7t_MS8W4caU6JjMemawXE6SvtTUd7S72s7fnzbQQBiKZ5_zUhIhvQEXaf-sC2rKk4qq5lHrpG-jEWMcJxrkP-SQCYPxhZWnyjj8wZy-KeoPZp0nRz_CFBkjGJq7OFhN7O5SSlxU7aNHjIg=w628-h257
411,411,anie.201202527,https://lh3.googleusercontent.com/gHoNma1IYo-xCmbBKamIzslaiyqIqpNDJM-tabIWRU9iX60n70aG2wGR8oSP64iXWAAjiTgWMXlaifh7nsHRlSaH0InQZ5mpK3SuZHKrYonRvgHl5CBbexPNGx_IDSkm4KHS6yKo1pb6oGtN7HQYcDPahHhjBGqEGmDX13jtxkjRpsrLnysWmzIcEHluYQ=w628-h257
412,412,jacs.5b01909,https://lh5.googleusercontent.com/SnAiklFt79yu2oet8rC36lk-33OFfnjz3Sf3-uKw7Iywh4dw76UaN2JfAlz4N5KmPEgDA6J37uzrwdryyxsjhc8no72suMdjOyhojOj3u2R3v5k9BVTdjfQz1deyq0ddJTrd0ON4Winp-4kB7Dy_Ef0TjAa-zwvikwj7MWn_eG3ce1mj3Cjbve86zf3zyQ=w628-h257
413,413,jo302086g,https://lh3.googleusercontent.com/_hL9hriO3L4J26xorAwhBTHhJ53XpDgFcRYD8iT42RnrDIwgWtRQYsS64FyTFk4XxQ40bFv51HADHNDM_f4SsnKquNVPoqzwqJtjla4dgFD_yOsYibsSDwJrTgVhhcvHp67k-AZldKPAhwY7CyzJRAWaT1pGGZhob-gGZw5o-sN57lQYIVoml6CwtQETtg=w628-h257
414,414,jo302086g,https://lh4.googleusercontent.com/kUwhx4NDx-uH5fvVmxIgg2p-kazAUu4T06MheoWD6MzHbCMFmCaIF557ZDM6ROprWDCytjgCLnaFEJyoQ171DaMuDY7wniYcSd-Y_byizsBISzypmBGf147RG7sKYUr_B4sM9lZWjj4TvSSWKLkJoWYOMKvlpNL4C_sA29jMMmNT4OK-cIkATsY8V3Mueg=w628-h257
415,415,jo302086g,https://lh6.googleusercontent.com/hiiH-PZNLa3ptCsIy7y1lHRS4j6J1TAEb-46YmAgbEqeXA6zoWSpBEDs2eHQrQCfgL__hUZUHp8odQaPlgBHXxeWZqoIACpr7ecl2vCkwavbipn0o-om476A40y_sop-YbYA0aoGkD4tEX7LSKb65jFklUBhPYoE5X6wFXJu2DlC20Nzzd_ET8sb1jB8nQ=w628-h257
416,416,c3ob40232k,https://lh3.googleusercontent.com/tkfw14FjAjj2Djs05dHk8guc8G-EJePcaUUGud5_mSxTey8c7lQWTOAEIIXBnMQUbEiwoIqtfiR1VVkAdvRWrIb63vKgksAw3tGNfMwqKm33IYTLmthDQx9kBHNJdrjPIqmGHjEOjyptCVMeKfwZfFldL_fyjLogl55Q4yD0ybzVSbaCbSSidtuwGnBT2Q=w628-h257
417,417,c3ob40232k,https://lh4.googleusercontent.com/hT78yHPiF5ofqn30swtPmDrqVDWC9b8IsrOGZokhFz3aEO49PhDfL7Z18MvBpzo7uv8FvBwM8w5hcmZqUfto6m03JgfvsmXbYm5adQ7qhKJ_nFo7gQXXiqtbIUHFlCGTLwJqsdn-_LidQySFD-_wszP5lH0q4wfCyt-EaXA688OLCQeMm95DJxKYZwmPVw=w628-h257
418,418,jo00109a045,https://lh4.googleusercontent.com/MSaTEPgkXmXLxwGi38QWikjHXbW73wqR-GQJYCCQwq9lS5mD023OaOuLGGYmwY-1MtmfPrvNrlxHTkfl1v88rKNjiNrvZ_GdkxcWJz4EiqUU0P6KzX9rYyKPnKP1hOanFgXOB__6XmBP2Y_b5fw3zRazB7FJTL5AwKXAtTGxoKSOkcGLkeBJihkUX8M_QQ=w628-h257
419,419,ma951840e,https://lh5.googleusercontent.com/otfu4_7mT8cKPOO9qpkdeaBv3CxKO2r0nsGxRW83EonegG8nMk45BdjwU578FAFFvU5rRBVBCRyP_lMTr36M-HeKfPDrM0epq8rJJgv2u9BMF7qPOulcSEkSUNLDfe9zeJDU4KPb2scphHGHMQwYbbqGL4n7oLSMa9Var87hsVzNappXokWJfGr_f7G_kQ=w628-h257
420,420,chem.201601320,https://lh5.googleusercontent.com/vPIb1LwrBdUGRZxJfqpsJn1KmaYOekU9U1NbW6VV-PhZBpqn1FPbybdfuXpsLUvF5om5liXEi-LrezY3qe2ktIG0W8jiK9nCpjoE09GStZKUjt872H3pMBnJJf6MRZ0Etw-1khW3qsqWeWpyBIYosq8DE0LU7h7DxJI0gqxglvpMG0wf6wYCgFZfOfEUqQ=w628-h257
421,421,ol3013342,https://lh5.googleusercontent.com/6AliiLmOkFlui6dB511VZhck0-QPs9PG8KoUYKjnq8YyFzn4mUAfTEgL8MNjyNIrEoZiz42VQF3ooytnKcMkhD7haIiUKCQ87SQ9lai8ZUJQjF_TuEJlxKruEAuzFDM85Gf3h4nSwBF5WrJUMv3rHss9IoKLJCRiz2VRV1kRcobT3DiyGBiVKfouxJBT4Q=w628-h257
422,422,ol3011198,https://lh5.googleusercontent.com/sjLGWOllJ3BwHgjpe8Ozo6GIO9ifUPcxWrm-0FjJRvGoDDsLymCVoKoU3WBVG8MEP9TYgPoBlDb3XWpeguCpJbgcTe-6VKxT-D7x1OWaeSsLPnRVZLWQ5QWH1TbZ07HYW0N45kSlIsFMHicbHMMuXVGZQP7FxzQyXuAtr1pc5kn-YK0aIYwVsmo9kQvrVA=w628-h257
423,423,jacs.8b12801,https://lh3.googleusercontent.com/UaI5RBPsZmON023XaoHyb4OYaahlEv8O2ZcJYHnnlRi3-IigZ1sVSnsvjfsV-I1LQBmyRlgdZt97exw0f-uLvLO986UrWA8ZzQ-fpsI-w8-bWPxn0Rz2HW8TfIW_RT8z3YFeYCUkoA7-n4hfWlJWJnFnPPai0KkjUDuwUBUR9ZBNdoopC1aWB0zfElsmAg=w628-h257
424,424,c7cc06106d,https://lh3.googleusercontent.com/QigVEJv2wR1XzopUEwggEAsCeUCz7X79AkpacScxzRDxsBV5NqqiKZ2TvFjoyZNhlXflHmqqsE2nwRXIPzC8_LOdTcB8t5OG-oNq8Yr43pj3Z3Ad6n-w09pfeRi0CWnjmWIZua9lPbjkEssOZb58BGKgrJ6iNnINmWnAJskFmikRyMHIZgHLVt0G_egluw=w628-h257
425,425,c7cc06106d,https://lh6.googleusercontent.com/5JAzzz4-yar_74toj1IVVrXfWIxqTVHsz4gEdqqaA_5AZPWs4bqdpmCanNl9LIwMLXEqyNF5KwIBiotXV9pgZ3xQL3Qp9WTu4-WGuBLAWCck7qbPOw289WrhJDwAk_EZpFOmSkRBXrgood04zr5ceL3zKqr4GwqjOdjFHBh8ZYtvbDC_gzN1JGQ-A_E4bA=w628-h257
426,426,d0sc05452f,https://lh3.googleusercontent.com/US542Cw0zt4ekjjheY8D23jt1AGJs3AfCbZGbvI-BQPOYww1KDMzBp-Psh4E5hsU6KGt6HUzkOZsgUb8U3OIDMzg9IbMapNE0sp9gBnMP3AwNdW5kUbP5DS-Qt5Laq4Q2oFb7ICc64TRt0ToT5xSHcIrX0lNUApw_StNy9wtycf62zEwuFeiyytk7uJp6Q=w628-h257
427,427,d0sc05452f,https://lh4.googleusercontent.com/lOdeLX_A_dzvy-GAYCAFya5REcr1Wk9BxDaydtuUVlouSXBl_f3PfnhOUeSSVOTFlUAvRhVZ9cdav6d8CKuMODvSv2k4S_Idqad6ujkUaOpXI7pC0XwTefg374ejdDeHYBvx12b2G49lyi-KzuV7U_53-Rgs7sgpZGUrg-zjyh3hXcE9jQcbURSHJRC3tg=w628-h257
428,428,ol800335v,https://lh6.googleusercontent.com/aU2s0n1VwQw2v-zYr-RQhLHPTg4VOOT-hdTtIU6_6syd6k-qc3J50heGT3VszvLmi5ymtkoVXKMs_vAUFmTlROvQ9KDRwXtO0edvTP8y96a45EI0GlvXPFJ-8QXkGfhL2M5IGiqu4h_zL73MPbSqbxGMXsUPm5gybxXYOfalz3CNGuzdRUSWbTcypsX2zw=w628-h257
429,429,s0022-328x(00)00164-9,https://lh3.googleusercontent.com/mebXJYfgmIRxhVpe4q1f8-KKH7rT5DLfPy4FMY_SykUE229FAXfs4eJqDqX2WYgk2fBR5_nGAvNKS3CUj-XmY1GPY10LgAqTiYlPvM42TZprTCQfvs8sVTeMmezSj6wWlJiBfcf4BioFFsj8BEn56dS1soXjDny_UBsp1jY4p6lGZL5-2fZlVXQ0RUk8gA=w628-h257
430,430,s0022-328x(00)00164-9,https://lh3.googleusercontent.com/mebXJYfgmIRxhVpe4q1f8-KKH7rT5DLfPy4FMY_SykUE229FAXfs4eJqDqX2WYgk2fBR5_nGAvNKS3CUj-XmY1GPY10LgAqTiYlPvM42TZprTCQfvs8sVTeMmezSj6wWlJiBfcf4BioFFsj8BEn56dS1soXjDny_UBsp1jY4p6lGZL5-2fZlVXQ0RUk8gA=w628-h257
431,431,s0022-328x(00)00164-9,https://lh3.googleusercontent.com/B83AOiR4kP16rbpQFR60eRDESe6xfPk1uXbdqImAt0DGWh8cSPVNNwMSksn70tOZGAj6vos-gGw0ZN12QQK9pa3atiDpYlbUTOONy0Z4kS7ocrpUuSNrsEjQ9loPjY4652yWBsm0tjdBPJOk7O66CY9Fz7KtukJ_Gh6tAB_ecOjNuZTPioTreNWLiJ1mog=w628-h257
432,432,ol800335v,https://lh5.googleusercontent.com/pNaRNzYNE1cwboFz66Vf3sAw4BHCQsN6IG-yaRovx2sTI2LCrKkP-z02zXyIdzZNSDjW9_d8HcJ4_Vx2XrMkiTgBGS0kT__PTFgCzN5wGTwQMYEWiWAzxUeLg8d56OzmKEfePd1gXBh_KSkKDGAzQrb29_-4Bc62LhrYuvtQVICj7okWoaEgyzs8pDWRZg=w628-h257
433,433,ol901429g,https://lh6.googleusercontent.com/wNBoOBwA93FsPvcT9f-J6DkoQjBOIVvaqQtbBVu6kWW79TQKGfg5XvuNF3ICxr3mTiY_rvlTf4K3aG3iIsBF9ikp1GXnFC_15x-Al2yDOBOlS-YrqBDi-OfVWojiMOYZjcvMM4tNP56B6wEHMlzlVz1FA9zXWxs2wQvmEt2YfvJYWWcC_CUy5gKUsxvKCw=w628-h257
434,434,s0040-4020(97)10211-3,https://lh6.googleusercontent.com/eLs2XK68nO1xp58xFeF7VGvcfjlQrvGrJ-NLJ6VNvQYJEXsaiIBCNqak_Q_T23Olgw7Q_cgV6Ju1D_3jDgeNPeIYE2u-lzVD796puR6gUXbK0BqF2eb0AS1vUZVsmHV3UZVTOuTmrrems9330Twjnnu5cgGDhFw_ku6TOL53qu4-3A1juj5OD8U1Ik8q8w=w628-h257
435,435,jacs.5b01005,https://lh4.googleusercontent.com/JzQPrGEAafGHEuJP17ifLoZzU7pYDHh3Y9uBwxKnAITLYgDAmG9NegnrYzWgjbrEK0tly39hlemsvYtsyJUX_pkJqIT6cIWK5eaZfpxBr4pC5x65gFkxJPyAW5u6AssoDohAYZuBlfzuXBdUamteV4ZSGcCXZJv8gnXLO3MkgwNWL-GJLWJbHCd4ozUexw=w628-h257
436,436,jacs.5b01005,https://lh4.googleusercontent.com/Fk5tRyWTH4DWUGmvf_ZNMDXQD35qDOuQljH8HaNN6L5kG3_EOsriebaZ7Y0VBdsU59aOiBVaus8IhYljYEO0KQmXSOQr9xrfAZxvD0ibFs4E81zU0v3Kg8WqIxb6f5XeFnbN2tFpqiEMyh6kM5A4B9kVp4byb6r7BGB-WyDU7WPc4iY-Yijh-yIO3xe9lw=w628-h257
437,437,jacs.5b01005,https://lh6.googleusercontent.com/QncHv0ukl6mFnSyBl99mGERPyGZ_1RWT4XVjlBEUXnQfW2MazU2qyX6jvB62zbbWtn0w5lBcvAJP8sMWEZT8iSN3rwI_P3HDrKFKzgVQjMk3G7KkfOnJxkaDsjppCcyGOmr9uZOwNq2RTRAXHk4Gw6TjNQFsGnrX_7PleE-tP813BqV01jSA8Iw9jDwaCw=w628-h257
438,438,jo00205a042,https://lh5.googleusercontent.com/YMVHxRf_38xmSHQGmFqpFuNYokSl_UuLLyAXwMkPGMh4JIAhmC5j4RDZbxxRaEstsXwoWkIEk8lF7wYWs5UXbKmz5pxQVCT_U3773P1E0xn-g4Nj4fJey4dkYGrMq6dud3q_Lyi3hBCNsOb_-Qi-zU2fJOuQFQXckWzgnZmZuzQ_Ny1jqx34VVQRCv5HAw=w628-h257
439,439,hlca.19800630427,https://lh4.googleusercontent.com/DFHp8oS_MCW2ks10jt_k_y9vLVYM-FXL5rddv7hk990AnCAeV4aejnnuaoyr7eqGcPVrRweDSs3WkD8xcn-rSXSGQjiLWyoejFKGCFzZLLhmLAXxETLT6PbmwI9ckMZmNknZ1ie_ytXi77Mpl_e3_2A0O9VTqjxN4xyScOXm1Rryyzaoy8DyWlIWJfuomA=w628-h257
440,440,j.tet.2006.03.123,https://lh5.googleusercontent.com/mXlEZxuSvwM8L6jjYfEFNA8TKSpnXmVO-kVzMqthnBhzSCDtfKatI9v1iHT0ysNRPhBzo0jVYNVJoASgi4re9sWLhQkD4F2vJRoM_JHdTAq6VKiqaNPjNOatQLuaYh6h7qRikeROtEyVfH2Hm10R45QdHS0v30JUVdRoX9ok0pmt9fGXP4hvg-sb4VpyQA=w628-h257
441,441,j.tet.2006.03.123,https://lh4.googleusercontent.com/OnfUB_ETo8zIDT_Z9X6899DpX3DMZ_yercubq6i1JIpwnr3asUlSPwCpSr3yTfdfYFojJvRlXPM-M3rSrZfgBq_FiMmt1-kMVE-94-UUX3i8yfUt-Q23zil8LpDpHPK23MJ_FxWzOaYLuWn8Piav4lckc_Roa1ciXbcONVlnCJXlyxrsUqKNSvXRCL-5Cg=w628-h257
442,442,ol403209k,https://lh6.googleusercontent.com/-zxlAWOQjWDDRZhGGRXAy0QdF7EGNmPzxLDBgAjJQIvIQogXehnU3cs7Ql6uXmvaDKfq-Xlc80SFm0ye9VhVyCaRoVy2SEQX9BwSUDgz4MjMMSe5VJv6fQRZulT7hadymXjWBDnyPGK79XMLmBc1Y4HCciZa4MfvJ1SQ9i521FUeu9hM08lEIjlpdJppzw=w628-h257
443,443,ol403209k,https://lh6.googleusercontent.com/-zxlAWOQjWDDRZhGGRXAy0QdF7EGNmPzxLDBgAjJQIvIQogXehnU3cs7Ql6uXmvaDKfq-Xlc80SFm0ye9VhVyCaRoVy2SEQX9BwSUDgz4MjMMSe5VJv6fQRZulT7hadymXjWBDnyPGK79XMLmBc1Y4HCciZa4MfvJ1SQ9i521FUeu9hM08lEIjlpdJppzw=w628-h257
444,444,ol403209k,https://lh6.googleusercontent.com/-zxlAWOQjWDDRZhGGRXAy0QdF7EGNmPzxLDBgAjJQIvIQogXehnU3cs7Ql6uXmvaDKfq-Xlc80SFm0ye9VhVyCaRoVy2SEQX9BwSUDgz4MjMMSe5VJv6fQRZulT7hadymXjWBDnyPGK79XMLmBc1Y4HCciZa4MfvJ1SQ9i521FUeu9hM08lEIjlpdJppzw=w628-h257
